,height,weight,age,LWF,SS,CF,RWF,LMF,DMF,CMF,AMF,RMF,LB,CB,RB,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,place_kicking,curl,speed,acceleration,kicking_power,jump,physical_contact,balance,stamina,defensive_awareness,ball_winning,aggression,gk_awareness,gk_catching,gk_clearing,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,skill_cross_over_turn,skill_early_cross,skill_first_time_shot,skill_incisive_run,skill_one_touch_pass,skill_chip_shot_control,skill_heel_trick,skill_man_marking,skill_interception,skill_gk_penalty_saver,skill_penalty_specialist,skill_step_on_skill_control,skill_rising_shots,skill_marseille_turn,skill_gk_high_punt,skill_heading,skill_dipping_shot,skill_outside_curler,skill_captaincy,skill_gamesmanship,skill_gk_low_punt,skill_low_lofted_pass,skill_through_passing,skill_fighting_spirit,skill_flip_flap,skill_weighted_pass,skill_pinpoint_crossing,skill_sombrero,skill_acrobatic_clear,skill_cut_behind_turn,skill_long_range_drive,skill_scotch_move,skill_acrobatic_finishing,skill_double_touch,skill_gk_long_throw,skill_long_throw,skill_scissors_feint,skill_long_range_shooting,skill_track_back,skill_rabona,skill_knuckle_shot,skill_no_look_pass,skill_super_sub,com_playing_style_trickster,com_playing_style_mazing_run,com_playing_style_speeding_bullet,com_playing_style_incisive_run,com_playing_style_early_cross,com_playing_style_long_ball_expert,com_playing_style_long_ranger,rating_stars
6014,182,72,30,0.0,1.0,0.0,1.0,1,2,2,1,1,0,1,0,59,70,67,67,70,66,61,72,64,62,73,70,71,76,73,67,79,70,71,73,40,40,40,40,40,2,1,6,3,69,40,65,63,63,69,64,60,60,59,56,58,59,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6015,185,83,33,0.0,0.0,0.0,0.0,2,0,1,0,2,2,1,2,64,65,67,63,65,67,61,69,54,58,75,71,70,73,76,68,75,71,70,68,40,40,40,40,40,3,3,5,2,69,40,64,67,69,59,59,62,62,55,56,56,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6016,194,91,34,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,1,56,65,63,59,70,64,48,75,55,59,66,64,60,76,87,63,72,73,72,75,40,40,40,40,40,2,2,4,2,69,40,69,62,62,59,54,51,51,50,49,49,49,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6017,179,77,32,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,2,60,65,65,64,67,66,52,70,54,61,75,72,62,71,73,74,78,72,73,76,40,40,40,40,40,2,2,5,2,69,40,65,65,69,62,60,60,60,53,54,54,54,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6018,176,72,27,0.0,0.0,0.0,2.0,2,1,2,0,2,1,0,2,62,66,68,64,71,68,58,62,52,59,75,76,73,74,66,72,78,70,68,71,40,40,40,40,40,2,2,6,2,69,40,57,65,69,62,64,64,64,56,57,61,58,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6019,186,78,27,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,2,62,68,64,66,70,68,50,69,55,64,73,72,76,72,81,64,74,72,73,65,40,40,40,40,40,2,2,4,1,69,40,65,65,69,61,58,57,60,54,55,55,55,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6020,165,62,25,1.0,1.0,0.0,1.0,1,0,1,2,1,0,0,0,66,73,77,72,76,69,65,53,76,77,71,80,76,64,63,76,70,52,54,59,40,40,40,40,40,4,4,4,2,69,40,45,60,60,63,66,67,67,69,65,65,67,59,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
6021,185,82,27,0.0,0.0,0.0,0.0,0,2,1,0,1,1,2,1,61,66,63,64,65,66,56,75,58,59,71,70,66,75,80,65,81,71,70,73,40,40,40,40,40,2,2,6,3,69,40,69,65,65,64,59,56,59,53,54,54,54,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6022,178,75,31,1.0,1.0,2.0,1.0,0,0,0,0,1,0,0,0,74,69,71,65,63,60,75,70,62,55,82,85,68,81,63,75,73,53,56,60,40,40,40,40,40,3,3,6,2,69,40,53,63,63,57,57,63,66,60,65,65,67,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
6023,180,78,29,2.0,1.0,2.0,1.0,1,0,0,0,1,0,0,1,71,70,70,65,64,71,73,71,63,70,78,74,74,74,71,66,76,50,50,59,40,40,40,40,40,3,3,4,2,69,40,52,61,63,61,59,65,65,61,69,64,65,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
6024,180,74,27,1.0,1.0,0.0,0.0,2,1,2,2,1,1,0,0,65,72,71,67,74,73,65,65,71,74,70,72,73,69,67,67,76,60,63,66,40,40,40,40,40,2,2,4,2,69,40,53,63,61,66,69,65,63,66,61,59,63,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6025,189,80,30,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2,0,54,67,59,63,71,65,51,78,54,59,68,66,69,78,80,62,70,75,75,74,40,40,40,40,40,2,2,4,2,69,40,69,61,61,60,55,52,52,51,50,50,51,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6026,182,86,30,1.0,0.0,1.0,0.0,2,2,2,1,1,1,0,0,63,73,67,65,72,75,63,70,73,78,68,69,77,68,82,65,75,67,65,69,40,40,40,40,40,2,3,4,1,69,40,59,65,63,69,69,64,62,62,60,58,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6027,172,78,28,0.0,0.0,0.0,0.0,0,2,2,1,1,0,1,0,62,70,71,69,72,70,61,63,69,68,71,74,72,67,69,71,76,69,68,74,40,40,40,40,40,2,2,5,3,69,40,59,63,63,67,69,60,63,62,58,58,59,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6028,188,89,31,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2,0,57,62,55,60,57,64,52,79,55,54,69,70,79,74,80,60,75,73,79,76,40,40,40,40,40,3,3,5,2,69,40,69,61,61,57,50,51,51,47,50,50,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6029,183,80,31,0.0,0.0,0.0,0.0,0,2,1,0,0,0,2,1,54,67,64,60,69,68,56,75,55,61,71,69,80,75,83,62,76,71,73,65,40,40,40,40,40,4,4,4,2,69,40,69,63,65,64,60,56,56,54,54,54,55,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6030,182,75,29,0.0,0.0,0.0,0.0,0,2,2,1,1,0,0,0,62,70,65,64,70,71,61,75,60,60,70,71,73,76,76,65,75,75,72,70,40,40,40,40,40,2,2,5,1,69,40,64,64,64,69,64,57,60,60,56,56,57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6031,191,85,34,,,,,0,0,0,0,0,0,0,0,42,54,55,46,56,54,42,70,45,67,63,60,83,76,81,60,58,67,42,47,80,68,70,75,78,4,4,6,2,69,69,53,49,49,47,41,42,42,40,40,40,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6032,188,90,32,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2,2,55,66,63,59,66,62,50,73,50,53,70,67,68,80,84,63,70,75,74,72,40,40,40,40,40,2,3,5,2,69,40,69,62,66,57,53,52,55,50,51,51,51,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6033,168,64,29,2.0,2.0,1.0,2.0,2,0,1,2,2,0,0,0,67,74,75,70,68,66,65,62,67,75,75,72,65,61,63,82,75,50,52,55,40,40,40,40,40,3,3,5,3,69,40,45,59,59,61,63,67,67,66,65,69,66,62,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6034,175,75,27,1.0,1.0,1.0,1.0,1,1,2,2,2,0,0,0,71,75,74,68,71,67,70,61,65,64,77,75,70,64,67,69,78,53,60,65,40,40,40,40,40,2,2,4,2,69,40,50,61,61,64,67,66,68,69,65,65,66,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
6035,188,81,31,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,0,60,64,59,58,63,64,54,79,59,56,68,65,79,75,84,60,64,75,73,74,40,40,40,40,40,2,3,5,2,69,40,69,64,60,56,51,50,50,49,50,50,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6036,190,78,29,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,57,63,64,62,68,64,57,74,56,60,71,68,72,76,80,63,76,70,71,73,40,40,40,40,40,3,2,5,3,69,40,69,61,61,58,55,54,54,52,52,52,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6037,176,73,34,0.0,0.0,0.0,0.0,1,0,0,0,2,2,0,2,64,66,66,61,70,69,55,68,54,62,74,72,68,72,71,68,75,71,73,73,40,40,40,40,40,3,3,5,1,69,40,60,67,69,61,58,61,63,55,56,56,56,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6038,173,74,26,1.0,1.0,0.0,1.0,1,0,1,2,1,0,0,0,68,75,70,75,77,76,68,60,73,75,70,73,77,61,65,75,69,53,50,50,40,40,40,40,40,2,2,4,2,69,40,44,58,58,64,66,64,64,69,63,63,66,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6039,181,72,31,1.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,70,75,74,70,72,72,70,69,63,67,74,70,71,70,71,66,73,48,54,52,40,40,40,40,40,3,3,4,2,69,40,49,60,60,63,62,62,62,66,64,64,69,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6040,177,69,35,0.0,0.0,0.0,0.0,0,2,2,1,1,0,0,0,64,71,60,68,72,73,61,68,68,69,67,68,76,70,73,61,71,73,72,73,40,40,40,40,40,2,3,5,2,69,40,60,62,62,69,64,56,59,60,56,56,57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6041,176,77,29,2.0,2.0,2.0,2.0,2,0,0,2,2,0,0,0,66,68,75,70,67,68,70,66,63,60,81,77,73,73,70,70,75,54,46,68,40,40,40,40,40,3,3,5,3,69,40,52,62,62,60,60,68,68,66,66,69,67,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6042,175,70,29,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,2,62,68,70,72,67,62,60,60,68,71,81,80,67,70,63,73,79,62,60,66,40,40,40,40,40,3,2,6,2,69,40,53,62,69,60,58,62,65,57,59,59,59,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6043,180,75,27,1.0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,59,70,64,62,69,68,56,69,55,59,73,68,75,78,73,66,76,71,72,79,40,40,40,40,40,2,2,5,1,69,40,69,67,63,60,57,61,56,54,57,55,55,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6044,173,77,27,0.0,1.0,2.0,0.0,1,1,0,1,0,0,0,0,74,72,71,69,68,60,74,72,68,69,76,74,72,69,71,71,59,50,51,67,40,40,40,40,40,3,3,4,2,69,40,50,57,57,60,56,62,59,64,61,61,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6045,180,77,30,0.0,0.0,0.0,0.0,1,2,2,2,2,0,0,0,62,72,71,66,73,68,62,60,69,72,62,64,76,74,63,72,77,58,64,55,40,40,40,40,40,3,3,4,2,69,40,50,58,58,69,65,59,61,63,56,56,57,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6046,181,80,27,0.0,0.0,0.0,0.0,0,2,1,0,0,1,2,1,65,70,67,68,73,70,62,68,67,63,74,67,75,75,75,67,74,65,67,66,40,40,40,40,40,4,4,5,3,69,40,64,65,65,69,63,59,59,59,58,58,59,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6047,184,75,29,0.0,0.0,0.0,0.0,2,2,2,1,2,0,0,0,58,68,62,66,68,67,56,68,62,59,75,71,77,79,78,70,81,70,72,75,40,40,40,40,40,3,2,4,2,69,40,63,64,64,69,63,62,62,57,55,55,56,51,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6048,193,86,28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,56,62,63,61,70,68,57,74,54,57,68,67,74,74,84,63,77,72,74,72,40,40,40,40,40,2,2,5,2,69,40,69,62,62,59,56,53,53,52,52,52,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6049,178,72,33,0.0,0.0,0.0,0.0,2,2,2,1,0,0,0,0,66,71,70,72,71,72,65,63,65,66,77,73,70,68,74,60,75,65,67,73,40,40,40,40,40,3,3,5,2,69,40,57,64,64,67,69,67,62,64,60,60,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6050,172,70,32,0.0,0.0,0.0,0.0,1,2,2,1,0,0,0,0,60,70,69,65,65,61,60,68,65,70,72,75,71,70,73,70,76,73,76,70,40,40,40,40,40,3,3,5,2,69,40,61,64,64,69,62,61,58,58,57,57,57,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6051,192,96,30,,,,,0,0,0,0,0,0,0,0,40,55,51,49,53,55,43,70,50,49,64,63,74,70,78,59,57,53,49,49,76,77,76,77,79,2,2,4,2,69,69,49,46,46,42,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6052,179,71,27,1.0,1.0,1.0,1.0,2,0,1,2,1,0,0,0,69,76,77,75,75,70,67,60,71,73,71,75,70,62,61,74,68,49,52,55,40,40,40,40,40,2,2,5,2,69,40,43,58,58,62,65,67,65,69,64,64,66,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6053,185,74,34,2.0,1.0,0.0,2.0,2,1,2,2,2,0,0,0,68,71,73,71,71,72,64,66,62,67,73,72,72,67,74,66,77,65,62,67,40,40,40,40,40,4,4,5,3,69,40,56,64,64,66,69,67,67,66,65,65,64,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6054,172,68,32,2.0,0.0,0.0,2.0,2,0,0,1,2,0,0,0,66,72,72,70,64,68,66,61,67,67,84,82,69,69,66,79,71,53,51,63,40,40,40,40,40,2,2,4,2,69,40,49,62,62,60,59,69,69,63,66,66,63,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
6055,185,78,37,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,1,60,66,66,67,70,71,58,77,53,56,71,67,72,73,77,60,71,73,76,73,40,40,40,40,40,4,4,5,3,69,40,69,65,65,60,58,56,56,56,55,55,55,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6056,191,83,32,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,62,74,70,69,75,74,56,73,60,58,69,63,75,65,82,62,74,73,76,70,40,40,40,40,40,3,3,4,2,69,40,69,64,66,64,62,58,58,59,57,57,57,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6057,185,82,28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,59,68,68,61,68,69,59,73,62,61,73,69,76,74,77,60,75,69,74,70,40,40,40,40,40,2,2,3,2,69,40,69,62,62,60,57,57,57,55,55,55,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6058,183,78,28,1.0,0.0,0.0,0.0,1,0,0,0,0,2,1,0,66,68,70,68,63,63,57,63,60,65,82,80,70,63,76,62,76,66,65,68,40,40,40,40,40,2,2,5,2,69,40,59,69,63,59,57,65,62,56,61,59,59,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6059,188,79,31,0.0,0.0,0.0,0.0,1,0,0,0,0,2,2,0,61,66,63,65,66,65,56,71,58,57,74,72,80,72,75,60,76,73,75,78,40,40,40,40,40,4,4,6,3,69,40,69,68,64,59,56,60,57,54,55,55,56,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6060,167,63,27,1.0,1.0,0.0,1.0,2,1,1,2,2,0,0,0,73,72,77,73,67,64,66,60,69,72,80,86,68,66,67,82,72,50,51,55,40,40,40,40,40,2,2,3,3,69,40,47,61,61,63,63,70,70,69,66,66,68,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6061,174,70,34,1.0,0.0,0.0,0.0,2,0,0,1,0,2,1,0,69,68,66,58,68,65,64,63,63,66,70,72,67,66,76,62,72,74,70,67,40,40,40,40,40,3,3,6,3,69,40,61,69,62,60,56,61,56,59,58,56,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6062,173,68,31,0.0,2.0,2.0,0.0,0,0,0,1,0,0,0,0,76,73,69,64,65,64,72,68,67,57,74,78,73,72,75,70,75,48,46,49,40,40,40,40,40,3,3,4,3,69,40,49,59,59,59,58,61,61,64,62,62,68,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6063,177,70,29,0.0,0.0,0.0,0.0,1,0,0,0,0,2,2,0,65,66,68,67,69,65,63,65,60,62,76,74,75,71,73,70,75,61,65,70,40,40,40,40,40,4,4,5,3,69,40,61,69,63,60,58,63,60,57,59,59,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
6064,185,74,33,2.0,0.0,1.0,2.0,2,0,0,0,2,0,0,0,65,70,74,66,66,70,65,61,62,67,80,83,70,68,60,74,74,51,56,60,40,40,40,40,40,2,2,4,2,69,40,47,61,61,60,59,68,69,60,65,65,62,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
6065,178,69,31,2.0,0.0,1.0,0.0,2,0,0,0,1,2,0,0,59,71,73,70,67,64,53,61,55,71,77,82,71,73,70,72,78,61,62,70,40,40,40,40,40,1,1,5,1,69,40,54,69,63,61,59,67,65,56,62,58,59,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6066,178,71,27,0.0,0.0,0.0,0.0,0,1,0,0,1,2,1,2,62,66,68,64,66,67,49,65,60,64,78,79,68,71,66,71,78,67,68,67,40,40,40,40,40,3,2,5,1,69,40,60,67,69,62,58,60,63,54,56,56,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6067,180,75,31,2.0,1.0,0.0,1.0,2,0,1,1,2,0,0,0,72,72,74,65,67,65,67,66,69,68,80,78,73,73,66,71,72,51,55,65,40,40,40,40,40,1,1,6,2,69,40,50,60,60,60,62,67,67,63,69,63,65,61,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
6068,189,85,36,0.0,0.0,0.0,0.0,1,2,2,1,1,0,1,0,60,67,66,65,66,65,62,81,60,61,67,63,81,77,85,61,76,69,68,83,40,40,40,40,40,3,2,5,3,69,40,69,61,61,69,61,56,56,57,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6069,186,80,29,,,,,0,0,0,0,0,0,0,0,41,53,50,46,57,62,42,60,49,48,61,62,75,78,79,58,62,50,47,44,75,73,74,78,76,1,2,4,3,69,69,47,46,46,44,41,41,41,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6070,187,84,30,,,,,0,0,0,0,0,0,0,0,40,54,52,46,55,65,42,60,45,43,67,76,77,75,80,58,58,65,57,63,75,75,77,76,74,3,3,5,2,69,69,54,53,53,46,43,45,45,40,42,42,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
